id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score
tm244277,Pa Paandi,MOVIE,2017,,125,"['comedy', 'action', 'romance', 'drama', 'family']",['IN'],tt6734886,6.7
tm314295,Nobody Speak: Trials of the Free Press,MOVIE,2017,,95,"['documentation', 'european']","['US', 'NL']",tt6333064,6.7
tm368441,Aapla Manus,MOVIE,2018,,132,"['drama', 'thriller']",['IN'],tt7867076,6.7
tm325433,Dismissal,MOVIE,2017,,90,['comedy'],"['AR', 'ES']",tt6580972,6.7
tm444799,Christmas Catch,MOVIE,2018,,80,"['romance', 'comedy', 'crime']",['CA'],tt8322908,6.7
tm359030,F.R.E.D.I.,MOVIE,2018,,89,"['scifi', 'family']",['XX'],tt6146590,6.7
tm233345,Love Beats Rhymes,MOVIE,2017,R,105,"['music', 'drama']",['US'],tt4686108,6.7
ts84985,Robozuna,SHOW,2018,,23,['animation'],['GB'],tt8454808,6.7
tm309115,Naam Shabana,MOVIE,2017,,147,"['thriller', 'action', 'drama']",['IN'],tt6170954,6.7
tm358242,Brian Regan: Nunchucks and Flamethrowers,MOVIE,2017,,61,"['comedy', 'documentation']",['US'],tt7679532,6.7
tm320206,#realityhigh,MOVIE,2017,,99,"['comedy', 'drama', 'romance']",['US'],tt6119504,6.7
ts80671,We Speak Dance,SHOW,2018,TV-MA,22,['documentation'],['US'],tt7737500,6.7
tm358239,DeRay Davis: How to Act Black,MOVIE,2017,PG,66,['comedy'],['US'],tt7288084,6.7
tm351688,Def Comedy Jam 25,MOVIE,2017,,81,"['comedy', 'documentation']",['US'],tt7427130,6.7
tm362264,The Gift,MOVIE,2017,,85,['drama'],['TZ'],tt6856604,6.7
ts83429,Take My Brother Away,SHOW,2018,,46,"['family', 'comedy', 'drama']",[],tt8894324,6.7
tm463827,Paranormal Investigation,MOVIE,2018,,92,"['thriller', 'horror']",['FR'],tt9866700,6.7
ts75357,LEGO Elves: Secrets of Elvendale,SHOW,2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],tt7322926,6.7
ts85217,Motown Magic,SHOW,2018,TV-Y,15,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],tt8959860,6.7
tm421125,The Suit,MOVIE,2018,,96,"['comedy', 'action', 'drama']",['EG'],tt8805486,6.7
ts78757,Dave Chappelle: Equanimity & The Bird Revelation,SHOW,2017,TV-MA,57,['comedy'],['US'],,
tm311283,Amy Schumer: The Leather Special,MOVIE,2017,,57,['comedy'],['US'],tt6616074,6.7
ts82192,Samantha!,SHOW,2018,TV-MA,28,['comedy'],['BR'],tt6626676,6.7
tm275004,Bon Cop Bad Cop 2,MOVIE,2017,,126,"['crime', 'comedy', 'action']",['CA'],tt4738174,6.7
tm358949,A Very Country Christmas,MOVIE,2017,G,83,"['drama', 'romance', 'family', 'comedy']","['CA', 'US']",tt7001906,6.7
ts85953,Paprika,SHOW,2018,TV-Y,13,"['family', 'animation']",['US'],tt12740488,6.7
tm418870,Close Enemies,MOVIE,2018,,111,"['thriller', 'drama', 'european']","['FR', 'BE']",tt6527586,6.7
tm413955,A Fortunate Man,MOVIE,2018,,162,"['drama', 'romance', 'european']",['DK'],tt8436026,6.7
tm348073,Pup Star: Better 2Gether,MOVIE,2017,G,90,['family'],['US'],tt6357074,6.7
tm359658,The 3rd Eye,MOVIE,2017,,107,"['horror', 'thriller', 'animation', 'drama', 'fantasy', 'european']",['ID'],tt6506146,6.7
tm357272,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,,108,"['documentation', 'music']",['US'],tt7588850,6.7
ts84167,Age of Rebellion,SHOW,2018,TV-MA,72,"['crime', 'drama', 'romance']",['TW'],tt8931836,6.7
tm408892,Unbridled,MOVIE,2018,,96,"['thriller', 'european']","['IT', 'ES']",tt7474914,6.7
tm371619,Sabrina,MOVIE,2018,,98,"['horror', 'thriller']","['ID', 'MY', 'SG']",tt7981492,6.7
tm337040,Maz Jobrani: Immigrant,MOVIE,2017,,67,"['comedy', 'documentation']",['US'],tt7164714,6.7
tm361505,48 Christmas Wishes,MOVIE,2017,,84,"['family', 'comedy', 'fantasy']",['CA'],tt7422638,6.7
ts317239,Falling in Love Like a Romantic Drama,SHOW,2018,TV-14,40,['reality'],['JP'],tt20421388,
ts86279,Nailed It! Holiday!,SHOW,2018,TV-PG,33,['reality'],['US'],tt8760264,6.7
tm417111,How to Get Over a Breakup,MOVIE,2018,,104,['comedy'],['PE'],tt8435268,6.7
tm429984,Pachamama,MOVIE,2018,PG,72,"['fantasy', 'family', 'animation', 'european']","['FR', 'LU', 'CA']",tt5541002,6.7
tm307551,Katherine Ryan: In Trouble,MOVIE,2017,,63,['comedy'],['GB'],tt6540084,6.7
ts265844,#ABtalks,SHOW,2018,TV-PG,68,[],[],tt12635254,6.7
ts77219,Part-Time Idol,SHOW,2017,TV-14,40,"['drama', 'family', 'music', 'comedy']",['KR'],tt8835780,6.7
ts103638,Standup and Away! with Brian Regan,SHOW,2018,TV-PG,25,['comedy'],['US'],tt9384194,6.7
tm449262,Ascharya Fuck It,MOVIE,2018,,90,"['thriller', 'drama', 'romance']",['IN'],tt6531196,6.7
ts76159,Super Monsters,SHOW,2017,TV-Y,13,"['animation', 'comedy', 'family', 'horror']",['CA'],tt10370958,6.7
tm412489,Dear Son,MOVIE,2018,,100,['drama'],"['FR', 'QA', 'TN', 'BE']",tt7537960,6.7
tm407318,Sofía Niño de Rivera: Natural Selection,MOVIE,2018,,62,['comedy'],['MX'],tt7607378,6.7
tm429382,Nappily Ever After,MOVIE,2018,NC-17,98,"['comedy', 'romance', 'drama']",['US'],tt0365545,6.7
tm321073,Judwaa 2,MOVIE,2017,,150,"['action', 'comedy', 'romance']",['IN'],tt5456546,6.7
tm353627,Christina P: Mother Inferior,MOVIE,2017,,59,['comedy'],['US'],tt7057376,6.7
ts58480,Ari Shaffir: Double Negative,SHOW,2017,,47,['comedy'],['US'],,
tm411313,Forgive Us Our Debts,MOVIE,2018,,104,"['drama', 'european']","['PL', 'CH', 'AL', 'IT']",tt6679412,6.7
tm367264,Milada,MOVIE,2017,,130,"['drama', 'history', 'european']","['CZ', 'US']",tt4554212,6.7
ts79988,Lost Song,SHOW,2018,TV-14,24,"['animation', 'action', 'scifi', 'drama', 'fantasy', 'music', 'romance']",['JP'],tt7211600,6.7
ts86302,Check The Store Next Door,SHOW,2018,TV-14,30,"['comedy', 'drama']",['ID'],tt9545904,6.7
ts83710,First and Last,SHOW,2018,TV-MA,41,['documentation'],['US'],tt8893502,6.7
ts55576,Buddy Thunderstruck,SHOW,2017,TV-Y7,23,"['comedy', 'family', 'sport', 'animation', 'action']",['US'],tt6591468,6.7
ts84330,Oh My Ghost,SHOW,2018,,68,['drama'],['TH'],,
tm334949,Right Here Right Now,MOVIE,2018,,89,"['drama', 'comedy', 'music', 'european']",['DE'],tt7390118,6.7
ts222363,Monkart,SHOW,2017,TV-Y7,12,[],['KR'],,
ts77011,The Many Faces of Ito,SHOW,2017,,30,"['drama', 'thriller', 'romance', 'comedy']",['JP'],tt7134506,6.7
ts56251,ID-0,SHOW,2017,TV-14,24,"['scifi', 'drama', 'animation', 'action']",['JP'],tt7161218,6.7
tm365961,Mustang Island,MOVIE,2017,,86,"['comedy', 'drama']",['US'],tt6589292,6.7
tm413418,Cycle,MOVIE,2018,,96,"['comedy', 'drama', 'animation']",['IN'],tt6627630,6.7
ts84644,Westside,SHOW,2018,TV-MA,50,['reality'],['US'],tt8693758,6.7
tm370440,Paradox,MOVIE,2018,,73,"['western', 'fantasy', 'music']",['US'],tt7949046,6.7
tm328052,Sparring,MOVIE,2017,,95,"['drama', 'action', 'sport', 'european']",['FR'],tt7222552,6.7
tm359975,The Chase,MOVIE,2017,,110,"['thriller', 'crime', 'drama']",['KR'],tt8088944,6.7
ts95274,Age of Tanks,SHOW,2017,TV-PG,54,"['documentation', 'history']",['FR'],tt8107992,6.7
tm348467,Invisible,MOVIE,2017,,87,['drama'],"['AR', 'FR']",tt6596630,6.7
ts101883,Regiment Diaries,SHOW,2018,TV-PG,42,['documentation'],[],tt9642576,6.7
tm326270,Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,2017,,65,"['comedy', 'documentation']",['US'],tt9238720,6.7
tm429567,Party Monster: Scratching the Surface,MOVIE,2018,PG-13,33,['comedy'],['US'],,
tm413129,Goyo: The Boy General,MOVIE,2018,,155,"['action', 'war', 'history']",['PH'],tt8443480,6.7
tm444821,5 Star Christmas,MOVIE,2018,,92,"['comedy', 'european']",['IT'],tt8775056,6.7
tm443537,Ani... Dr. Kashinath Ghanekar,MOVIE,2018,,159,['drama'],['IN'],tt8784906,6.7
tm435487,Suzzanna: Buried Alive,MOVIE,2018,,125,"['drama', 'comedy', 'horror', 'thriller']",['ID'],tt9044128,6.7
tm422715,Stree,MOVIE,2018,,128,"['horror', 'comedy']",['IN'],tt8108202,6.7
tm558730,A Champion Heart,MOVIE,2018,G,90,['family'],['US'],tt4738912,6.7
tm283322,Burning Sands,MOVIE,2017,,105,"['drama', 'thriller', 'action']",['US'],tt5826432,6.7
tm356666,Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,R,84,"['comedy', 'documentation']",['US'],tt7582890,6.7
tm285329,Take the 10,MOVIE,2017,,80,['comedy'],['US'],tt5792472,6.7
tm422359,Aurora,MOVIE,2018,,110,"['horror', 'thriller']",['PH'],tt8821182,6.7
tm357708,The Bros,MOVIE,2017,,102,"['comedy', 'fantasy']",['KR'],tt7967580,6.7
tm311902,Jim Norton: Mouthful of Shame,MOVIE,2017,,61,['comedy'],['US'],tt6664120,6.7
tm244310,Merku Thodarchi Malai,MOVIE,2018,,122,['drama'],['IN'],tt7794052,6.7
tm247631,Clair Obscur,MOVIE,2017,,100,"['drama', 'european']",['TR'],tt4373956,6.7
ts81485,Ponysitters Club,SHOW,2018,TV-Y,23,['family'],['US'],tt7692572,6.7
tm366025,Blanche Gardin: I Talk to Myself,MOVIE,2017,,88,"['comedy', 'european']",['FR'],tt9182404,6.7
tm428597,Being Napoleon,MOVIE,2018,,88,['documentation'],['US'],tt8841814,6.7
tm352033,The Milk System,MOVIE,2018,,90,"['documentation', 'european']","['DE', 'IT']",tt7274546,6.7
tm323602,The Price of Success,MOVIE,2017,,92,"['drama', 'comedy', 'european']",['FR'],tt6194540,6.7
tm416121,Kuntilanak,MOVIE,2018,,105,"['horror', 'comedy', 'family']",['ID'],tt8512746,6.7
tm430281,Dhh,MOVIE,2018,R,126,"['drama', 'family']",['IN'],tt7613166,6.7
ts80692,REA(L)OVE,SHOW,2018,TV-MA,42,['reality'],['JP'],tt8477194,6.7
tm371622,Malena Pichot: Estupidez compleja,MOVIE,2018,,50,['comedy'],['AR'],tt7607370,6.7
tm428483,The Girl Allergic to Wi-Fi,MOVIE,2018,,104,"['comedy', 'romance']",['PH'],tt7619554,6.7
tm456983,Mauli,MOVIE,2018,,134,"['action', 'drama']",['IN'],tt8826936,6.7
ts82323,On Children,SHOW,2018,,98,"['drama', 'family', 'scifi']",['TW'],tt8507402,6.7
tm410298,Samouni Road,MOVIE,2018,,129,"['animation', 'documentation', 'european']","['IT', 'FR']",tt8397524,6.7
tm464947,Chief Daddy,MOVIE,2018,,98,"['drama', 'comedy']",['NG'],tt9652322,6.7
tm319310,CIA: Comrade In America,MOVIE,2017,,134,"['action', 'romance', 'drama']",['IN'],tt5925772,6.7
ts85660,The Sound of Your Heart: Reboot,SHOW,2018,,34,['comedy'],['KR'],tt7885558,6.7
tm424898,Bayonet,MOVIE,2018,,101,['drama'],"['MX', 'FI']",tt6472116,6.7
tm351201,In the Family,MOVIE,2017,PG-13,124,['comedy'],['TR'],tt7642818,6.7
tm429377,Bert Kreischer: Secret Time,MOVIE,2018,,57,"['comedy', 'documentation']",['US'],tt8786466,6.7
tm299771,Gad Gone Wild,MOVIE,2017,,57,"['comedy', 'european']",['FR'],tt6550440,6.7
tm324806,Counterpunch,MOVIE,2017,,91,"['documentation', 'sport']",['US'],tt7022034,6.7
tm436171,El Potro: lo mejor del amor,MOVIE,2018,,122,"['drama', 'music']",['AR'],tt9426178,6.7
tm431928,Rajma Chawal,MOVIE,2018,,129,"['drama', 'comedy', 'family']",['IN'],tt6747420,6.7
ts82705,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,18,"['animation', 'comedy', 'action', 'family']","['CA', 'BR']",tt8697554,6.7
tm363088,Russell Howard: Recalibrate,MOVIE,2017,,69,['comedy'],['GB'],tt7736664,6.7
tm1068348,Deranged,MOVIE,2017,,99,['thriller'],[],tt15057542,6.7
tm375091,Marlon Wayans: Woke-ish,MOVIE,2018,,68,"['comedy', 'documentation']",['US'],tt7655590,6.7
tm324204,Monster Island,MOVIE,2017,PG,80,"['comedy', 'animation', 'action', 'family', 'fantasy']","['IN', 'MX']",tt6269658,6.7
ts84200,Best.Worst.Weekend.Ever.,SHOW,2018,TV-PG,24,"['comedy', 'family']",['US'],tt7768010,6.7
tm370430,Liberated: The New Sexual Revolution,MOVIE,2017,,84,['documentation'],"['US', 'MX']",tt6710214,6.7
tm443034,Your Son,MOVIE,2018,,103,"['drama', 'crime', 'thriller', 'action', 'european']",['ES'],tt7807026,6.7
tm348281,Kingdom of Us,MOVIE,2017,,109,"['documentation', 'drama']",['GB'],tt7321274,6.7
ts85618,Prince of Peoria,SHOW,2018,TV-Y7,26,"['comedy', 'family']",['US'],tt8001718,6.7
tm445153,Njan Prakashan,MOVIE,2018,G,125,"['comedy', 'drama']",['IN'],tt8286926,6.7
tm407730,Target,MOVIE,2018,,93,"['horror', 'comedy', 'thriller']",['ID'],tt8512320,6.7
tm320249,Maria Bamford: Old Baby,MOVIE,2017,,64,"['comedy', 'documentation']",['US'],tt6264596,6.7
tm374226,Gad Elmaleh: American Dream,MOVIE,2018,,57,['comedy'],['US'],tt8110630,6.7
tm319477,Rodney King,MOVIE,2017,,52,"['drama', 'crime', 'documentation', 'comedy', 'history']",['US'],tt5601910,6.7
ts84179,Made in Mexico,SHOW,2018,,50,['reality'],['US'],tt8871764,6.6
tm518107,Alter Ego,MOVIE,2017,,111,['drama'],['NG'],tt7125822,6.6
tm245383,Te Ata,MOVIE,2017,PG,105,"['drama', 'history']",['US'],tt4061944,6.6
tm350971,The Last Hour,MOVIE,2017,,118,"['crime', 'drama', 'history', 'thriller']",['PE'],tt7370000,6.6
tm443283,Loudon Wainwright III: Surviving Twin,MOVIE,2018,,91,"['music', 'documentation']",['US'],tt9203030,6.6
tm279017,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,2017,,54,"['comedy', 'music', 'romance']",['US'],tt6343706,6.6
tm349656,A Sort of Family,MOVIE,2017,,95,"['thriller', 'crime', 'drama', 'european']","['BR', 'DK', 'FR', 'DE', 'PL', 'AR']",tt6386168,6.6
tm512751,In Line,MOVIE,2017,,115,['drama'],['NG'],tt7492760,6.6
tm353875,All the Reasons to Forget,MOVIE,2017,,90,"['romance', 'comedy', 'drama']",['BR'],tt6964520,6.6
tm327219,Buddy Thunderstruck: The Maybe Pile,MOVIE,2017,,13,['comedy'],['US'],,
tm315865,Laerte-se,MOVIE,2017,,100,['documentation'],['BR'],tt6795136,6.6
ts106612,Chicken Soup for the Soul's Being Dad,SHOW,2018,TV-PG,40,['reality'],[],tt8908110,
tm369433,Awe!,MOVIE,2018,,115,"['romance', 'drama', 'fantasy', 'horror', 'scifi', 'thriller']",['IN'],tt7797658,6.6
tm435144,Notes from Dunblane: Lessons from a School Shooting,MOVIE,2018,,23,['documentation'],['US'],,
tm437159,ReMastered: Who Shot the Sheriff,MOVIE,2018,,57,"['documentation', 'crime', 'history', 'music']",['US'],tt9118620,6.6
tm414595,Period. End of Sentence.,MOVIE,2018,,26,['documentation'],['US'],,
tm459527,Good Game: The Beginning,MOVIE,2018,PG-13,104,"['comedy', 'drama', 'sport']",['TR'],tt8510324,6.6
tm444564,Tattoo of Revenge,MOVIE,2018,R,150,"['comedy', 'romance', 'thriller']",['MX'],tt8276106,6.6
tm446574,Love Jacked,MOVIE,2018,PG-13,100,"['comedy', 'romance']","['ZA', 'US', 'CA']",tt4329242,6.6
tm356684,Animas,MOVIE,2018,,83,"['thriller', 'horror', 'animation', 'drama', 'european']","['ES', 'BE']",tt9620806,
tm858471,The Bridge,MOVIE,2017,,115,"['drama', 'romance']",['CA'],tt8193396,6.6
tm430090,The Last Runaway,MOVIE,2018,,107,"['crime', 'drama', 'action']",['PY'],tt7606620,6.6
tm351181,Turkish Dance School,MOVIE,2017,PG-13,106,"['comedy', 'drama']",['TR'],tt7533878,6.6
tm504329,Bigger Than Africa,MOVIE,2018,,87,['documentation'],"['US', 'NG']",tt8110440,6.6
tm431081,Lionheart,MOVIE,2018,,95,"['drama', 'comedy']",['NG'],tt7707314,6.6
tm446987,Russell Brand: Re:Birth,MOVIE,2018,,63,['comedy'],['GB'],tt9349942,6.6
tm375547,El club de los buenos infieles,MOVIE,2018,,90,"['comedy', 'european']",['ES'],tt3398808,6.6
tm348175,Jeff Dunham: Relative Disaster,MOVIE,2017,,70,['comedy'],['IE'],tt7364706,6.6
tm351720,The Most Assassinated Woman in the World,MOVIE,2018,,102,"['thriller', 'drama', 'european']","['US', 'BE', 'GB']",tt6186696,6.6
tm492277,Semesta,MOVIE,2018,,88,['documentation'],['ID'],tt9097372,6.6
tm461349,Stars in the Sky: A Hunting Story,MOVIE,2018,,69,['documentation'],['US'],tt10078502,6.6
tm425748,Cook Off,MOVIE,2017,PG,116,"['romance', 'comedy']",['ZW'],tt7981318,6.6
tm411257,Kevin James: Never Don't Give Up,MOVIE,2018,PG,62,['comedy'],['US'],tt8324578,6.6
tm403197,Heaven Without People,MOVIE,2017,,91,['drama'],['LB'],tt7583280,6.6
tm368729,My Birthday Song,MOVIE,2018,,95,['thriller'],['IN'],tt4907094,6.6
tm138667,Taramani,MOVIE,2017,,150,"['drama', 'romance']",['IN'],tt4328934,6.6
tm314272,Love.com,MOVIE,2017,,92,"['romance', 'comedy']",['BR'],tt5635808,6.6
tm436266,Born Racer,MOVIE,2018,R,88,"['action', 'drama', 'documentation']",['NZ'],tt6936350,6.6
tm447750,Aggretsuko: We Wish You A Metal Christmas,MOVIE,2018,,22,"['animation', 'comedy']",['JP'],,
tm432313,Manu,MOVIE,2018,,182,"['thriller', 'romance']",['IN'],tt6615648,6.6
tm433215,Exes Baggage,MOVIE,2018,,104,"['drama', 'romance']",['PH'],tt8835552,6.6
tm408781,Teefa in Trouble,MOVIE,2018,PG-13,155,"['drama', 'comedy', 'action', 'crime', 'romance']",['PK'],tt8043306,6.6
tm429186,Up Among the Stars,MOVIE,2018,,86,"['drama', 'european']",['ES'],tt6984530,6.6
tm459024,Food on the Go,MOVIE,2017,,66,"['documentation', 'european']","['IT', 'AR']",tt7321504,6.6
tm411288,Nigerian Prince,MOVIE,2018,,104,"['thriller', 'drama', 'crime']","['NG', 'US']",tt6851966,6.6
ts85515,Bangkok Love Stories 2: Innocence,SHOW,2018,,44,"['drama', 'romance']",['TH'],tt10438662,6.6
ts82500,Treehouse Detectives,SHOW,2018,TV-Y7,24,['animation'],[],tt8591984,6.6
tm481188,Isoken,MOVIE,2017,,100,"['romance', 'comedy', 'drama']",['NG'],tt6685776,6.6
tm851055,God Calling,MOVIE,2018,,120,['drama'],[],,
ts83820,The Judgement,SHOW,2018,,48,"['drama', 'crime']",['TH'],tt8866904,6.6
tm313472,The Lost Brother,MOVIE,2017,R,112,"['thriller', 'crime', 'drama', 'european']",['AR'],tt6522634,6.6
tm430057,Weapon of Choice,MOVIE,2018,,90,"['documentation', 'european']","['AT', 'IQ', 'US']",tt7683350,6.6
tm316744,Lucas Brothers: On Drugs,MOVIE,2017,,49,['comedy'],['US'],tt6218048,6.6
tm361312,A StoryBots Christmas,MOVIE,2017,,25,"['animation', 'comedy', 'family', 'fantasy']",['US'],tt7018722,6.6
ts84372,YG Future Strategy Office,SHOW,2018,TV-MA,26,['comedy'],['KR'],tt8129694,6.6
tm407349,The Birth Reborn 2,MOVIE,2018,PG,91,['documentation'],['BR'],tt16114198,6.6
tm327951,The Doll 2,MOVIE,2017,,116,"['horror', 'thriller']",['ID'],tt6409782,6.6
tm447261,Free Rein: The Twelve Neighs of Christmas,MOVIE,2018,,58,"['drama', 'comedy', 'family']",['US'],tt9315418,6.6
tm321149,Fishtronaut: The Movie,MOVIE,2018,G,88,"['animation', 'action', 'family']",['BR'],tt7804254,6.6
tm684591,Freej Al Taibeen,MOVIE,2018,PG-13,100,"['comedy', 'sport']",['AE'],tt10078900,6.6
tm360618,The Trader,MOVIE,2018,,23,['documentation'],['GE'],tt10455716,
tm197806,For Here or to Go?,MOVIE,2017,,105,"['comedy', 'drama']",['US'],tt4157510,6.6
tm404449,Ayotzinapa: The Turtle's Pace,MOVIE,2018,,80,['documentation'],['MX'],tt8219520,6.6
tm352865,Rodney Carrington: Here Comes the Truth,MOVIE,2017,,66,"['comedy', 'documentation']",['XX'],tt7582798,6.6
tm412515,Coffee for All,MOVIE,2017,,69,"['documentation', 'european']","['AR', 'IT']",tt6721132,6.6
tm415938,No One Will Ever Know,MOVIE,2018,,102,['drama'],['MX'],tt8251336,6.6
tm364417,Fanatyk,MOVIE,2017,,33,"['drama', 'comedy']",['PL'],,
tm344562,Listen,MOVIE,2017,,109,"['drama', 'romance']",['LB'],tt6350558,6.6
tm317274,Can't Help Falling in Love,MOVIE,2017,,119,"['romance', 'comedy', 'drama']",['PH'],tt6725484,6.6
tm444257,Genius,MOVIE,2018,,98,[],['IN'],,
tm1073482,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,MOVIE,2018,G,86,[],[],,
tm348845,Marc Maron: Too Real,MOVIE,2017,,70,['comedy'],['US'],tt7335938,6.6
tm361588,Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,2017,,84,"['animation', 'comedy']",['CA'],tt5433884,6.6
tm434676,Joe Rogan: Strange Times,MOVIE,2018,,63,['comedy'],['US'],tt9017614,6.6
tm346867,Lynne Koplitz: Hormonal Beast,MOVIE,2017,,51,['comedy'],['US'],tt6892388,6.6
ts84341,What She Put on the Table,SHOW,2017,TV-14,85,['drama'],['TW'],tt7073222,6.6
tm319127,Vir Das: Abroad Understanding,MOVIE,2017,,65,['comedy'],"['IN', 'US']",tt6822400,6.6
ts83663,A Taiwanese Tale of Two Cities,SHOW,2018,,69,['drama'],['TW'],tt8893498,6.6
ts231159,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,2017,TV-Y,30,"['animation', 'family', 'music']",[],tt11456582,6.6
tm349140,Joaquín Reyes: Una y no más,MOVIE,2017,,77,['comedy'],[],tt20424818,
tm416458,The Insomnia Club,MOVIE,2018,PG-13,84,"['comedy', 'drama']",['MX'],tt6719840,6.6
tm409376,Pickpockets,MOVIE,2018,,100,"['crime', 'drama', 'thriller']",['CO'],tt7527694,6.6
ts81857,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,TV-MA,33,"['comedy', 'drama']",['MX'],tt8498114,6.6
tm430660,Munafik 2,MOVIE,2018,,104,['horror'],['MY'],tt7059506,6.6
tm447263,Super Monsters and the Wish Star,MOVIE,2018,,27,"['comedy', 'family', 'animation', 'fantasy']",['US'],,
ts272185,Running Man,SHOW,2017,,11,"['comedy', 'animation']",['KR'],tt11256118,6.6
tm421161,W. Kamau Bell: Private School Negro,MOVIE,2018,,65,['comedy'],['US'],tt8467788,6.6
tm347060,Poster Boys,MOVIE,2017,PG-13,128,['comedy'],['IN'],tt6352548,6.6
tm478147,The Lost Café,MOVIE,2018,,76,"['drama', 'comedy']","['NG', 'NO']",tt7371662,6.6
ts82564,Jimmy: The True Story of a True Idiot,SHOW,2018,TV-MA,46,"['drama', 'comedy']",['JP'],tt6866914,6.6
tm374656,Zion,MOVIE,2018,,10,"['documentation', 'drama']",['US'],tt4315044,
tm430059,The Hows of Us,MOVIE,2018,,117,"['drama', 'romance', 'comedy']",['PH'],tt8769032,6.6
tm434179,Two Catalonias,MOVIE,2018,,116,"['documentation', 'history', 'european']",['ES'],tt8893608,6.6
tm443073,"Out of Many, One",MOVIE,2018,,35,['documentation'],['US'],,
tm445258,Marriage Palace,MOVIE,2018,,102,['comedy'],['XX'],tt8852242,6.6
ts81632,A House of Blocks,SHOW,2017,TV-MA,85,"['drama', 'horror']",['TW'],tt7053684,6.6
tm346334,Out of Thin Air,MOVIE,2017,,85,"['crime', 'documentation']","['IS', 'GB']",tt6330514,6.6
ts113031,Droppin' Cash: Los Angeles,SHOW,2018,TV-MA,23,['reality'],[],tt7983796,6.6
tm294696,Bygones Be Bygones,MOVIE,2017,PG-13,103,['comedy'],['TR'],tt6318200,6.6
ts236619,Loo Loo Kids Johny & Friends Musical Adventure,SHOW,2018,TV-Y,3,[],['US'],,
tm332500,Finally Found Someone,MOVIE,2017,,118,"['comedy', 'romance']",['PH'],tt7151438,6.6
tm325610,Chris D'Elia: Man on Fire,MOVIE,2017,,65,"['comedy', 'documentation']",['US'],tt7068896,6.6
ts83025,Baby Ballroom,SHOW,2017,,45,['documentation'],[],tt8159960,6.6
tm351505,The Reservoir Game,MOVIE,2017,,100,['documentation'],['KR'],tt7867724,6.6
tm423315,Pacíficum,MOVIE,2017,,74,['documentation'],['PE'],tt8026108,6.6
tm423593,Aruna & Her Palate,MOVIE,2018,,106,"['drama', 'romance']",['ID'],tt8894180,6.6
tm434126,Rafinha Bastos: Ultimatum,MOVIE,2018,,62,['comedy'],['BR'],tt9038520,6.6
ts87591,Justice: Qalb Al Adala,SHOW,2017,TV-14,42,"['drama', 'crime']",['US'],tt3328398,6.6
tm332572,Meghnadbodh Rohoshyo,MOVIE,2017,,122,['thriller'],['IN'],tt6791638,6.6
tm411508,Mahi NRI,MOVIE,2017,,132,"['drama', 'comedy']",['IN'],tt5910902,6.6
tm439678,Solo el amor,MOVIE,2018,,93,"['drama', 'romance', 'music', 'comedy']",['AR'],tt8438438,6.6
tm311193,Seeking a Man,MOVIE,2017,,100,"['romance', 'comedy', 'drama']",['EG'],tt6539420,6.6
tm430426,El Diesel,MOVIE,2018,,105,"['crime', 'thriller', 'action']",['EG'],tt7906422,6.6
tm418894,Franco Escamilla: Por La Anécdota,MOVIE,2018,,66,['comedy'],['MX'],tt8467922,6.6
ts58061,Memories of Love,SHOW,2018,TV-PG,44,"['drama', 'romance']",['CN'],tt8246636,6.6
ts75320,A Boy Named Flora A,SHOW,2017,TV-MA,89,"['drama', 'comedy']",['TW'],tt6284014,6.6
ts119220,The Hollywood Masters,SHOW,2017,TV-MA,34,['documentation'],['US'],tt7178034,6.6
tm446104,Fantastica,MOVIE,2018,G,114,"['comedy', 'fantasy']",['PH'],tt9270416,6.6
tm352951,Smaller and Smaller Circles,MOVIE,2017,,111,"['crime', 'thriller']",['PH'],tt7512304,6.6
tm354136,"El Especial de Alex Fernández, el Especial",MOVIE,2017,,52,['comedy'],['MX'],tt7520228,6.6
tm447514,Vir Das: Losing It,MOVIE,2018,PG-13,67,['comedy'],['US'],tt9315848,6.6
tm374395,Vanjagar Ulagam,MOVIE,2018,PG-13,161,"['thriller', 'action', 'crime', 'drama']",['IN'],tt7933564,6.6
tm376844,Penalty Kick,MOVIE,2018,PG-13,89,['comedy'],"['MX', 'CO']",tt8007436,6.6
tm426238,Pulang,MOVIE,2018,,120,"['romance', 'drama', 'action']",['MY'],tt8595708,6.6
tm346390,Brad Paisley's Comedy Rodeo,MOVIE,2017,,63,['comedy'],['US'],tt6794448,6.6
ts104093,Dance & Sing With True,SHOW,2018,,2,"['family', 'animation']",['CA'],tt9315892,6.6
